datetime,power
2018-01-02 13:15:00,2000.2614379084966
2018-01-02 13:30:00,2121.0666666666666
2018-01-02 13:45:00,2003.6601307189542
2018-01-02 14:00:00,1971.1764705882354
2018-01-02 14:15:00,1982.6666666666667
2018-01-02 14:30:00,1952.5827814569536
2018-01-02 14:45:00,2011.919191919192
2018-01-02 15:00:00,1936.842105263158
2018-01-02 15:15:00,1958.639455782313
2018-01-02 15:30:00,1985.430463576159
2018-01-02 15:45:00,1964.6938775510205
2018-01-02 16:00:00,1998.6928104575163
2018-01-02 16:15:00,2001.8791946308725
2018-01-02 16:30:00,2066.0
2018-01-02 16:45:00,3328.2901554404143
2018-01-02 17:00:00,2322.953020134228
2018-01-02 17:15:00,2233.3333333333335
2018-01-02 17:30:00,2694.213197969543
2018-01-02 17:45:00,2979.3288590604025
2018-01-02 18:00:00,3043.5135135135133
2018-01-02 18:15:00,3094.421768707483
2018-01-02 18:30:00,3098.556701030928
2018-01-02 18:45:00,3168.707482993197
2018-01-02 19:00:00,4798.933333333333
2018-01-02 19:15:00,5241.6107382550335
2018-01-02 19:30:00,5459.086294416244
2018-01-02 19:45:00,5564.503311258278
2018-01-02 20:00:00,4310.27027027027
2018-01-02 20:15:00,3977.3469387755104
2018-01-02 20:30:00,3785.866666666667
2018-01-02 20:45:00,3706.2162162162163
2018-01-02 21:00:00,3659.189189189189
2018-01-02 21:15:00,3831.472081218274
2018-01-02 21:30:00,3656.4238410596026
2018-01-02 21:45:00,4137.333333333333
2018-01-02 22:00:00,5227.522935779816
2018-01-02 22:15:00,5288.844221105528
2018-01-02 22:30:00,6467.210884353742
2018-01-02 22:45:00,6654.666666666667
2018-01-02 23:00:00,4796.102564102564
2018-01-02 23:15:00,4727.2972972972975
2018-01-02 23:30:00,5286.388888888889
2018-01-02 23:45:00,5685.066666666667
2018-01-03 00:00:00,4654.285714285715
2018-01-03 00:15:00,4227.482993197279
2018-01-03 00:30:00,4655.2
2018-01-03 00:45:00,4609.6551724137935
2018-01-03 01:00:00,4495.678391959799
2018-01-03 01:15:00,5264.489795918367
2018-01-03 01:30:00,4677.333333333333
2018-01-03 01:45:00,4920.201005025126
2018-01-03 02:00:00,4590.463576158941
2018-01-03 02:15:00,4082.9139072847684
2018-01-03 02:30:00,5310.849673202614
2018-01-03 02:45:00,4739.899497487437
2018-01-03 03:00:00,4193.6
2018-01-03 03:15:00,5193.377483443709
2018-01-03 03:30:00,4041.904761904762
2018-01-03 03:45:00,3842.6
2018-01-03 04:00:00,3224.054054054054
2018-01-03 04:15:00,3083.7837837837837
2018-01-03 04:30:00,3309.5049504950493
2018-01-03 04:45:00,3791.9463087248323
2018-01-03 05:00:00,3470.204081632653
2018-01-03 05:15:00,3462.3376623376626
2018-01-03 05:30:00,3145.4726368159204
2018-01-03 05:45:00,2704.935064935065
2018-01-03 06:00:00,2930.718954248366
2018-01-03 06:15:00,3372.929292929293
2018-01-03 06:30:00,3171.5789473684213
2018-01-03 06:45:00,2946.315789473684
2018-01-03 07:00:00,3375.064935064935
2018-01-03 07:15:00,3161.1822660098524
2018-01-03 07:30:00,2654.0397350993376
2018-01-03 07:45:00,2659.6129032258063
2018-01-03 08:00:00,2393.6708860759495
2018-01-03 08:15:00,2339.2964824120604
2018-01-03 08:30:00,2191.372549019608
2018-01-03 08:45:00,2334.267515923567
2018-01-03 09:00:00,2195.2475247524753
2018-01-03 09:15:00,2333.422818791946
2018-01-03 09:30:00,2181.4379084967322
2018-01-03 09:45:00,2127.3684210526317
2018-01-03 10:00:00,2195.3846153846152
2018-01-03 10:15:00,2211.8120805369126
2018-01-03 10:30:00,2234.5454545454545
2018-01-03 10:45:00,2208.8888888888887
2018-01-03 11:00:00,2315.270935960591
2018-01-03 11:15:00,2369.150326797386
2018-01-03 11:30:00,2350.7096774193546
2018-01-03 11:45:00,2192.4752475247524
2018-01-03 12:00:00,2222.133333333333
2018-01-03 12:15:00,2225.675675675676
2018-01-03 12:30:00,2266.40522875817
2018-01-03 12:45:00,2179.899497487437
2018-01-03 13:00:00,2277.5838926174497
2018-01-03 13:15:00,2271.948051948052
2018-01-03 13:30:00,2260.1342281879197
2018-01-03 13:45:00,2177.5124378109454
2018-01-03 14:00:00,2301.0526315789475
2018-01-03 14:15:00,2285.0331125827815
2018-01-03 14:30:00,2306.3366336633662
2018-01-03 14:45:00,2206.7567567567567
2018-01-03 15:00:00,2201.3513513513512
2018-01-03 15:15:00,2091.0526315789475
2018-01-03 15:30:00,2227.121951219512
2018-01-03 15:45:00,3535.6862745098038
2018-01-03 16:00:00,3206.842105263158
2018-01-03 16:15:00,2579.8692810457514
2018-01-03 16:30:00,2600.603015075377
2018-01-03 16:45:00,2880.0
2018-01-03 17:00:00,3853.5135135135133
2018-01-03 17:15:00,4378.019801980198
2018-01-03 17:30:00,4167.2972972972975
2018-01-03 17:45:00,3939.072847682119
2018-01-03 18:00:00,3892.7027027027025
2018-01-03 18:15:00,4062.8
2018-01-03 18:30:00,4488.918918918919
2018-01-03 18:45:00,4385.430463576159
2018-01-03 19:00:00,4382.781456953642
2018-01-03 19:15:00,4216.363636363636
2018-01-03 19:30:00,4702.7027027027025
2018-01-03 19:45:00,4563.2
2018-01-03 20:00:00,4491.859296482412
2018-01-03 20:15:00,4504.864864864865
2018-01-03 20:30:00,4768.163265306122
2018-01-03 20:45:00,4945.151515151515
2018-01-03 21:00:00,4582.828282828283
2018-01-03 21:15:00,4502.81879194631
2018-01-03 21:30:00,4641.891891891892
2018-01-03 21:45:00,4225.714285714285
2018-01-03 22:00:00,4247.945205479452
2018-01-03 22:15:00,4500.939597315436
2018-01-03 22:30:00,4857.1875
2018-01-03 22:45:00,4965.025125628141
2018-01-03 23:00:00,5208.322147651007
2018-01-03 23:15:00,5097.6
2018-01-03 23:30:00,5072.214765100671
2018-01-03 23:45:00,4866.262626262626
2018-01-04 00:00:00,4822.857142857143
2018-01-04 00:15:00,4264.594594594595
2018-01-04 00:30:00,4569.746192893401
2018-01-04 00:45:00,4563.443708609271
2018-01-04 01:00:00,4711.140939597315
2018-01-04 01:15:00,4746.933333333333
2018-01-04 01:30:00,4690.666666666667
2018-01-04 01:45:00,4567.105263157895
2018-01-04 02:00:00,4462.5503355704695
2018-01-04 02:15:00,4306.578947368421
2018-01-04 02:30:00,4507.272727272727
2018-01-04 02:45:00,4222.972972972973
2018-01-04 03:00:00,3415.0354609929077
2018-01-04 03:15:00,3222.944162436548
2018-01-04 03:30:00,3387.4666666666667
2018-01-04 03:45:00,3576.953642384106
2018-01-04 04:00:00,3596.3398692810456
2018-01-04 04:15:00,3285.8883248730963
2018-01-04 04:30:00,3028.684210526316
2018-01-04 04:45:00,2690.9333333333334
2018-01-04 05:00:00,3307.1140939597317
2018-01-04 05:15:00,3153.560975609756
2018-01-04 05:30:00,2714.871794871795
2018-01-04 05:45:00,3422.781456953642
2018-01-04 06:00:00,3700.9803921568628
2018-01-04 06:15:00,3476.078431372549
2018-01-04 06:30:00,3301.132075471698
2018-01-04 06:45:00,2818.157894736842
2018-01-04 07:00:00,3063.168316831683
2018-01-04 07:15:00,3284.705882352941
2018-01-04 07:30:00,3300.25641025641
2018-01-04 07:45:00,2787.5675675675675
2018-01-04 08:00:00,3680.188679245283
2018-01-04 08:15:00,3373.856209150327
2018-01-04 08:30:00,3530.8387096774195
2018-01-04 08:45:00,2527.3429951690823
2018-01-04 09:00:00,2266.9281045751636
2018-01-04 09:15:00,1999.4771241830065
2018-01-04 09:30:00,2175.5263157894738
2018-01-04 09:45:00,2120.9803921568628
2018-01-04 10:00:00,1991.225806451613
2018-01-04 10:15:00,1918.7012987012988
2018-01-04 10:30:00,2149.090909090909
2018-01-04 10:45:00,2559.4059405940593
2018-01-04 11:00:00,2298.4210526315787
2018-01-04 11:15:00,1958.4615384615386
2018-01-04 11:30:00,1968.5572139303483
2018-01-04 11:45:00,1972.8947368421052
2018-01-04 12:00:00,2157.3333333333335
2018-01-04 12:15:00,2155.0967741935483
2018-01-04 12:30:00,2088.1553398058254
2018-01-04 12:45:00,1901.0526315789473
2018-01-04 13:00:00,1964.9032258064517
2018-01-04 13:15:00,1913.4299516908213
2018-01-04 13:30:00,2112.2077922077924
2018-01-04 13:45:00,2034.1721854304635
2018-01-04 14:00:00,1950.326797385621
2018-01-04 14:15:00,1985.5276381909548
2018-01-04 14:30:00,1859.0604026845638
2018-01-04 14:45:00,1919.2105263157894
2018-01-04 15:00:00,1896.1038961038962
2018-01-04 15:15:00,2051.8811881188117
2018-01-04 15:30:00,2811.688311688312
2018-01-04 15:45:00,2610.7894736842104
2018-01-04 16:00:00,2382.330097087379
2018-01-04 16:15:00,2743.5897435897436
2018-01-04 16:30:00,3205.135135135135
2018-01-04 16:45:00,2822.4324324324325
2018-01-04 17:00:00,4645.252525252526
2018-01-04 17:15:00,4410.068027210885
2018-01-04 17:30:00,4807.248322147651
2018-01-04 17:45:00,4378.933333333333
2018-01-04 18:00:00,4516.041666666667
2018-01-04 18:15:00,4577.894736842105
2018-01-04 18:30:00,5294.4
2018-01-04 18:45:00,5572.164948453608
2018-01-04 19:00:00,5432.0
2018-01-04 19:15:00,5403.333333333333
2018-01-04 19:30:00,5292.4324324324325
2018-01-04 19:45:00,5430.35175879397
2018-01-04 20:00:00,5636.164383561644
2018-01-04 20:15:00,6674.7945205479455
2018-01-04 20:30:00,6146.086956521739
2018-01-04 20:45:00,6259.591836734694
2018-01-04 21:00:00,5547.284768211921
2018-01-04 21:15:00,5746.39455782313
2018-01-04 21:30:00,5640.203045685279
2018-01-04 21:45:00,5918.378378378378
2018-01-04 22:00:00,6152.222222222223
2018-01-04 22:15:00,6019.166666666667
2018-01-04 22:30:00,5954.871794871795
2018-01-04 22:45:00,5735.068493150685
2018-01-04 23:00:00,6457.027027027027
2018-01-04 23:15:00,6351.780821917808
2018-01-04 23:30:00,6421.428571428572
2018-01-04 23:45:00,6035.102040816327
2018-01-05 00:00:00,5803.733333333334
2018-01-05 00:15:00,5756.767676767677
2018-01-05 00:30:00,5637.852348993289
2018-01-05 00:45:00,5524.625850340136
2018-01-05 01:00:00,5197.517241379311
2018-01-05 01:15:00,4911.313131313132
2018-01-05 01:30:00,6131.351351351352
2018-01-05 01:45:00,5764.054054054054
2018-01-05 02:00:00,5528.533333333334
2018-01-05 02:15:00,5817.777777777777
2018-01-05 02:30:00,5890.629370629371
2018-01-05 02:45:00,5604.3835616438355
2018-01-05 03:00:00,4644.923076923077
2018-01-05 03:15:00,4756.689655172414
2018-01-05 03:30:00,4265.578231292517
2018-01-05 03:45:00,4399.142857142857
2018-01-05 04:00:00,4122.613065326633
2018-01-05 04:15:00,5409.391304347826
2018-01-05 04:30:00,3971.7073170731705
2018-01-05 04:45:00,4713.4
2018-01-05 05:00:00,6184.864864864865
2018-01-05 05:15:00,3792.051282051282
2018-01-05 05:30:00,3379.2
2018-01-05 05:45:00,3197.6119402985073
2018-01-05 06:00:00,4082.3529411764707
2018-01-05 06:15:00,4654.3046357615885
2018-01-05 06:30:00,4846.578947368421
2018-01-05 06:45:00,3669.90099009901
2018-01-05 07:00:00,2768.6624203821657
2018-01-05 07:15:00,2700.3870967741937
2018-01-05 07:30:00,2555.9024390243903
2018-01-05 07:45:00,2428.9032258064517
2018-01-05 08:00:00,2288.627450980392
2018-01-05 08:15:00,2226.577181208054
2018-01-05 08:30:00,2310.451612903226
2018-01-05 08:45:00,2246.41975308642
2018-01-05 09:00:00,2280.816326530612
2018-01-05 09:15:00,2160.816326530612
2018-01-05 09:30:00,2236.9849246231156
2018-01-05 09:45:00,2237.3154362416108
2018-01-05 10:00:00,2355.7615894039736
2018-01-05 10:15:00,2258.905472636816
2018-01-05 10:30:00,2218.082191780822
2018-01-05 10:45:00,2207.837837837838
2018-01-05 11:00:00,2264.266666666667
2018-01-05 11:15:00,2242.1782178217823
2018-01-05 11:30:00,2212.8859060402683
2018-01-05 11:45:00,2248.4210526315787
2018-01-05 12:00:00,2172.3684210526317
2018-01-05 12:15:00,2259.3034825870645
2018-01-05 12:30:00,2234.1721854304637
2018-01-05 12:45:00,2276.7567567567567
2018-01-05 13:00:00,2282.4242424242425
2018-01-05 13:15:00,2315.918367346939
2018-01-05 13:30:00,2390.2702702702704
2018-01-05 13:45:00,2342.7450980392155
2018-01-05 14:00:00,2228.282828282828
2018-01-05 14:15:00,2132.0
2018-01-05 14:30:00,2204.5333333333338
2018-01-05 14:45:00,2274.7368421052633
2018-01-05 15:00:00,2209.902912621359
2018-01-05 15:15:00,2718.108108108108
2018-01-05 15:30:00,4100.402684563758
2018-01-05 15:45:00,3979.4
2018-01-05 16:00:00,2662.3376623376626
2018-01-05 16:15:00,3109.090909090909
2018-01-05 16:30:00,4005.4054054054054
2018-01-05 16:45:00,3748.6567164179105
2018-01-05 17:00:00,3858.082191780822
2018-01-05 17:15:00,4649.932885906041
2018-01-05 17:30:00,4314.362416107382
2018-01-05 17:45:00,4352.0
2018-01-05 18:00:00,3952.5
2018-01-05 18:15:00,3997.5342465753424
2018-01-05 18:30:00,3888.527918781726
2018-01-05 18:45:00,3728.2119205298013
2018-01-05 19:00:00,4072.0
2018-01-05 19:15:00,4277.852348993289
2018-01-05 19:30:00,4208.686868686868
2018-01-05 19:45:00,5009.523809523809
2018-01-05 20:00:00,5637.583892617449
2018-01-05 20:15:00,5173.538461538462
2018-01-05 20:30:00,5239.726027397261
2018-01-05 20:45:00,5086.8493150684935
2018-01-05 21:00:00,5459.319727891157
2018-01-05 21:15:00,5531.632653061224
2018-01-05 21:30:00,5121.369863013699
2018-01-05 21:45:00,5290.884353741497
2018-01-05 22:00:00,4906.938775510204
2018-01-05 22:15:00,4787.878787878788
2018-01-05 22:30:00,4921.324503311258
2018-01-05 22:45:00,4838.4
2018-01-05 23:00:00,5082.412060301507
2018-01-05 23:15:00,5245.945945945946
2018-01-05 23:30:00,5625.234899328859
2018-01-05 23:45:00,5535.135135135135
2018-01-06 00:00:00,5045.482233502538
2018-01-06 00:15:00,5071.724137931034
2018-01-06 00:30:00,5108.421052631579
2018-01-06 00:45:00,4852.4324324324325
2018-01-06 01:00:00,4826.2
2018-01-06 01:15:00,4703.401360544218
2018-01-06 01:30:00,4577.2972972972975
2018-01-06 01:45:00,3849.2929292929293
2018-01-06 02:00:00,3938.108108108108
2018-01-06 02:15:00,4096.216216216216
2018-01-06 02:30:00,4104.657534246576
2018-01-06 02:45:00,3865.929648241206
2018-01-06 03:00:00,3657.6
2018-01-06 03:15:00,3883.013698630137
2018-01-06 03:30:00,3679.4520547945203
2018-01-06 03:45:00,4085.303867403315
2018-01-06 04:00:00,3594.6308724832215
2018-01-06 04:15:00,3771.733333333333
2018-01-06 04:30:00,3377.0588235294117
2018-01-06 04:45:00,2940.9032258064517
2018-01-06 05:00:00,2742.7450980392155
2018-01-06 05:15:00,2785.8064516129034
2018-01-06 05:30:00,2741.747572815534
2018-01-06 05:45:00,2638.9403973509934
2018-01-06 06:00:00,2876.7123287671234
2018-01-06 06:15:00,3380.2631578947367
2018-01-06 06:30:00,3274.170854271357
2018-01-06 06:45:00,2877.880794701987
2018-01-06 07:00:00,2825.9602649006624
2018-01-06 07:15:00,3433.170731707317
2018-01-06 07:30:00,4039.7368421052633
2018-01-06 07:45:00,3789.866666666667
2018-01-06 08:00:00,3346.9333333333334
2018-01-06 08:15:00,4340.904522613066
2018-01-06 08:30:00,3317.615894039735
2018-01-06 08:45:00,3107.123287671233
2018-01-06 09:00:00,2535.4285714285716
2018-01-06 09:15:00,2469.51871657754
2018-01-06 09:30:00,2472.0588235294117
2018-01-06 09:45:00,2436.285714285714
2018-01-06 10:00:00,2487.3118279569894
2018-01-06 10:15:00,2498.2608695652175
2018-01-06 10:30:00,2534.6762589928057
2018-01-06 10:45:00,2487.8260869565215
2018-01-06 11:00:00,2602.553191489362
2018-01-06 11:15:00,2584.5714285714284
2018-01-06 11:30:00,2478.0281690140846
2018-01-06 11:45:00,2498.7978142076504
2018-01-06 12:00:00,2500.285714285714
2018-01-06 12:15:00,2513.286713286713
2018-01-06 12:30:00,2458.529411764706
2018-01-06 12:45:00,2532.043010752688
2018-01-06 13:00:00,2509.3525179856115
2018-01-06 13:15:00,2530.0
2018-01-06 13:30:00,2447.1942446043167
2018-01-06 13:45:00,2509.7872340425533
2018-01-06 14:00:00,2513.4751773049647
2018-01-06 14:15:00,2572.285714285714
2018-01-06 14:30:00,2584.6486486486488
2018-01-06 14:45:00,2477.1631205673757
2018-01-06 15:00:00,2518.581560283688
2018-01-06 15:15:00,2483.3566433566434
2018-01-06 15:30:00,2500.430107526882
2018-01-06 15:45:00,2490.6474820143885
2018-01-06 16:00:00,2500.8571428571427
2018-01-06 16:15:00,2486.906474820144
2018-01-06 16:30:00,2472.9411764705883
2018-01-06 16:45:00,2442.3021582733813
2018-01-06 17:00:00,2416.6906474820144
2018-01-06 17:15:00,2582.0765027322404
2018-01-06 17:30:00,2573.714285714286
2018-01-06 17:45:00,2794.3661971830984
2018-01-06 18:00:00,2900.5714285714284
2018-01-06 18:15:00,2498.7096774193546
2018-01-06 18:30:00,2477.714285714286
2018-01-06 18:45:00,2433.239436619718
2018-01-06 19:00:00,2520.296296296296
2018-01-06 19:15:00,2473.7297297297296
2018-01-06 19:30:00,2519.148936170213
2018-01-06 19:45:00,2437.122302158273
2018-01-06 20:00:00,2475.7219251336896
2018-01-06 20:15:00,2503.1428571428573
2018-01-06 20:30:00,2635.036496350365
2018-01-06 20:45:00,2520.5797101449275
2018-01-06 21:00:00,2491.2432432432433
2018-01-06 21:15:00,2412.7659574468084
2018-01-06 21:30:00,2372.1739130434785
2018-01-06 21:45:00,2442.5352112676055
2018-01-06 22:00:00,2400.6486486486488
2018-01-06 22:15:00,2500.5714285714284
2018-01-06 22:30:00,2473.4285714285716
2018-01-06 22:45:00,2480.0
2018-01-06 23:00:00,2386.0
2018-01-06 23:15:00,2383.714285714286
2018-01-06 23:30:00,2527.536231884058
2018-01-06 23:45:00,2546.162162162162
2018-01-07 00:00:00,2564.3478260869565
2018-01-07 00:15:00,2509.2957746478874
2018-01-07 00:30:00,2781.176470588235
2018-01-07 00:45:00,2703.6065573770493
2018-01-07 01:00:00,2629.4285714285716
2018-01-07 01:15:00,2709.2957746478874
2018-01-07 01:30:00,3692.4137931034484
2018-01-07 01:45:00,3373.913043478261
2018-01-07 02:00:00,2813.2374100719426
2018-01-07 02:15:00,2741.276595744681
2018-01-07 02:30:00,2780.6451612903224
2018-01-07 02:45:00,2911.176470588235
2018-01-07 03:00:00,2756.056338028169
2018-01-07 03:15:00,2760.855614973262
2018-01-07 03:30:00,2730.0
2018-01-07 03:45:00,2710.7042253521126
2018-01-07 04:00:00,3051.0810810810813
2018-01-07 04:15:00,2690.10101010101
2018-01-07 04:30:00,4178.108108108108
2018-01-07 04:45:00,3907.027027027027
2018-01-07 05:00:00,4130.0
2018-01-07 05:15:00,3399.5876288659792
2018-01-07 05:30:00,2896.0544217687075
2018-01-07 05:45:00,2939.4736842105262
2018-01-07 06:00:00,2901.4141414141413
2018-01-07 06:15:00,2904.1610738255035
2018-01-07 06:30:00,2730.9333333333334
2018-01-07 06:45:00,2885.866666666667
2018-01-07 07:00:00,2845.2261306532664
2018-01-07 07:15:00,2891.2751677852348
2018-01-07 07:30:00,2800.268456375839
2018-01-07 07:45:00,2903.1292517006805
2018-01-07 08:00:00,2509.51871657754
2018-01-07 08:15:00,2540.4195804195806
2018-01-07 08:30:00,2497.3529411764707
2018-01-07 08:45:00,2544.255319148936
2018-01-07 09:00:00,2575.3623188405795
2018-01-07 09:15:00,2647.9411764705883
2018-01-07 09:30:00,2536.6666666666665
2018-01-07 09:45:00,2507.2340425531916
2018-01-07 10:00:00,2503.021582733813
2018-01-07 10:15:00,2597.6642335766423
2018-01-07 10:30:00,2490.4225352112676
2018-01-07 10:45:00,2536.4324324324325
2018-01-07 11:00:00,2471.8840579710145
2018-01-07 11:15:00,2508.5714285714284
2018-01-07 11:30:00,2507.1657754010694
2018-01-07 11:45:00,2539.705882352941
2018-01-07 12:00:00,2543.4285714285716
2018-01-07 12:15:00,2566.6666666666665
2018-01-07 12:30:00,2512.043010752688
2018-01-07 12:45:00,2491.014492753623
2018-01-07 13:00:00,2566.808510638298
2018-01-07 13:15:00,2462.189781021898
2018-01-07 13:30:00,2505.3763440860216
2018-01-07 13:45:00,2556.285714285714
2018-01-07 14:00:00,2479.1428571428573
2018-01-07 14:15:00,2478.054054054054
2018-01-07 14:30:00,2507.4285714285716
2018-01-07 14:45:00,2495.072463768116
2018-01-07 15:00:00,2501.1428571428573
2018-01-07 15:15:00,2594.224598930481
2018-01-07 15:30:00,2618.8732394366198
2018-01-07 15:45:00,2521.9858156028367
2018-01-07 16:00:00,2447.375886524823
2018-01-07 16:15:00,2508.1720430107525
2018-01-07 16:30:00,2480.0
2018-01-07 16:45:00,2485.0704225352115
2018-01-07 17:00:00,2404.3010752688174
2018-01-07 17:15:00,2529.0140845070423
2018-01-07 17:30:00,2422.978723404255
2018-01-07 17:45:00,2432.7272727272725
2018-01-07 18:00:00,2483.296703296703
2018-01-07 18:15:00,2565.714285714286
2018-01-07 18:30:00,2558.0141843971633
2018-01-07 18:45:00,2514.3478260869565
2018-01-07 19:00:00,2550.294117647059
2018-01-07 19:15:00,2487.3529411764707
2018-01-07 19:30:00,2464.6376811594205
2018-01-07 19:45:00,2456.808510638298
